budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,director,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science_Fiction,Thriller,War,Western,Other_language,de_language,en_language,es_language,fr_language,ja_language,Columbia Pictures,Dune Entertainment,New Line Cinema,Other_company,Paramount Pictures,Relativity Media,Twentieth Century Fox Film Corporation,Universal Pictures,Village Roadshow Pictures,Walt Disney Pictures,Warner Bros.,Canada,France,Germany,Other_country,United Kingdom,United States of America,year,month,day,weekday,day_of_year,gdp
46000000,Drama Thriller Crime,en,88.496873,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Madhouse Entertainment"", ""id"": 12199}, {""name"": ""8:38 Productions"", ""id"": 18208}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-18,122126687,153.0,Prisoners,7.9,3085,Denis Villeneuve,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,9,18,2,261,16880683
45000000,Comedy Family Music,en,17.047276,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-11-22,165184237,103.0,The Muppets,6.5,501,James Bobin,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2011,11,22,1,326,15599732
45000000,Horror Action,en,43.815492,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Amen Ra Films"", ""id"": 421}, {""name"": ""Imaginary Forces"", ""id"": 11321}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-08-21,131183530,120.0,Blade,6.5,1905,Stephen Norrington,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,8,21,4,233,9062817
40000000,Comedy Romance Drama,en,37.073127,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""DNA Films"", ""id"": 284}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-09-07,244931766,135.0,Love Actually,7.0,1869,Richard Curtis,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2003,9,7,6,250,11456450
120000000,Adventure Animation Comedy Family,en,87.350802,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-11-25,363258859,95.0,A Bug's Life,6.8,2303,Andrew Stanton,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1998,11,25,2,329,9062817
45000000,Horror Action Science_Fiction,en,12.06538,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Resident Evil Productions"", ""id"": 58249}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-20,148412065,94.0,Resident Evil: Extinction,6.1,1292,Russell Mulcahy,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2007,9,20,3,263,14474228
45000000,Crime Drama Thriller,en,31.856589000000003,"[{""name"": ""Ixtlan"", ""id"": 4198}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Onda Entertainment"", ""id"": 11802}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-07-06,82966152,131.0,Savages,6.2,766,Oliver Stone,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,7,6,4,188,16253970
25000000,Action Adventure Crime Thriller,en,24.459948,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-06,56422687,94.0,Cellular,6.1,537,David R. Ellis,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2004,9,6,0,250,12217196
50000000,Fantasy Adventure Animation Comedy Family,en,20.239061,"[{""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Legendary Entertainment"", ""id"": 84419}, {""name"": ""DNA Productions"", ""id"": 89136}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-07-27,55181129,88.0,The Ant Bully,5.5,366,John A. Davis,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2006,7,27,3,208,13815583
70000000,Action Adventure Science_Fiction Thriller,en,27.568194,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Babylon"", ""id"": 11259}, {""name"": ""Babylon Films Limited"", ""id"": 11260}, {""name"": ""M6"", ""id"": 11261}, {""name"": ""MNP Entreprise"", ""id"": 20240}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-08-20,72108608,101.0,Babylon A.D.,5.4,676,Mathieu Kassovitz,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2008,8,20,2,233,14769862
45000000,Adventure Comedy Family Fantasy Science_Fiction,en,13.707183,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Josephson Entertainment"", ""id"": 1894}, {""name"": ""New Upstairs Productions"", ""id"": 3855}, {""name"": ""Upstairs Canada Productions"", ""id"": 3856}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-31,57881056,86.0,Aliens in the Attic,5.3,244,John Schultz,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2009,7,31,4,212,14478067
45000000,Action Crime Thriller,en,14.813057,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Initial Entertainment Group"", ""id"": 704}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""Blue Star Pictures"", ""id"": 2779}, {""name"": ""Living Films"", ""id"": 2877}, {""name"": ""Bangkok Dangerous"", ""id"": 2878}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-08-21,42487390,99.0,Bangkok Dangerous,5.0,332,Danny Pang,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,8,21,3,234,14769862
45000000,Drama Romance,en,5.361699,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Grosvenor Park Media Ltd."", ""id"": 2053}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-04,4607608,139.0,Love in the Time of Cholera,6.4,81,Mike Newell,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,10,4,3,277,14474228
45000000,Crime Adventure Action Comedy Thriller,en,35.6585,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",2011-09-15,160078586,101.0,Johnny English Reborn,6.0,1007,Oliver Parker,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2011,9,15,3,258,15599732
65000000,Animation Action Comedy Family,en,5.258726,"[{""name"": ""Threshold Entertainment"", ""id"": 4174}, {""name"": ""Lions Gate Family Entertainment"", ""id"": 6574}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-15,73706,87.0,Foodfight!,2.3,28,Lawrence Kasanoff,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,6,15,4,167,16253970
44500000,Drama Thriller,en,62.01056,"[{""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-10-11,232324128,120.0,Argo,7.1,3423,Ben Affleck,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2012,10,11,3,285,16253970
40000000,Action,en,33.747825,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Madhouse Entertainment"", ""id"": 12199}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-16,136000000,110.0,The Bounty Hunter,5.5,858,Andy Tennant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,3,16,1,75,15048971
50000000,Fantasy Action Science_Fiction Thriller,en,49.020045,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-01-12,111340801,106.0,Underworld: Evolution,6.4,1528,Len Wiseman,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,1,12,3,12,13815583
40000000,Drama Science_Fiction Thriller,en,24.821138,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-10,34227298,109.0,Victor Frankenstein,5.6,685,Paul McGuigan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2015,11,10,1,314,18295019
45000000,Action Crime,en,25.999888,"[{""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Clubdeal"", ""id"": 2748}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Qian Yian International"", ""id"": 66739}, {""name"": ""Danny the Dog Prods Ltd."", ""id"": 66740}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-02-02,50871113,103.0,Unleashed,6.6,518,Louis Leterrier,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2005,2,2,2,33,13039197
43000000,Romance Comedy,en,18.65632,"[{""name"": ""Konrad Pictures"", ""id"": 85}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-04-12,68696770,84.0,The Sweetest Thing,5.3,280,Roger Kumble,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,4,12,4,102,10929108
40000000,Action Thriller Crime,en,44.094856,"[{""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Chartoff-Winkler Productions"", ""id"": 12252}, {""name"": ""Scared Productions"", ""id"": 22035}, {""name"": ""Nu Image Entertainment GmbH"", ""id"": 22443}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-01-13,51070807,93.0,The Mechanic,6.3,1045,Simon West,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,1,13,3,13,15599732
42000000,Action Comedy Crime,en,62.714026,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Stephen J. Cannell Productions"", ""id"": 5585}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-03-12,201585328,109.0,21 Jump Street,6.7,4074,Phil Lord,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,3,12,0,72,16253970
42000000,Romance Comedy Drama,en,28.969151,"[{""name"": ""Bookshop Productions"", ""id"": 282}, {""name"": ""Notting Hill Pictures"", ""id"": 283}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Polygram Filmed Entertainment"", ""id"": 31080}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-05-13,363889678,124.0,Notting Hill,7.0,1262,Roger Michell,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1999,5,13,3,133,9631172
42000000,Comedy Romance,en,33.238296000000005,"[{""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Loofah Productions"", ""id"": 53626}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-01-16,171963386,90.0,Along Came Polly,5.8,773,John Hamburg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,1,16,4,16,12217196
32000000,Adventure Action Thriller,en,28.221190000000004,"[{""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-07-07,156167015,133.0,Licence to Kill,5.9,541,John Glen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1989,7,7,4,188,5641580
42000000,Fantasy Thriller Horror,en,45.151657,"[{""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Random Films"", ""id"": 7262}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-11,89162162,100.0,Red Riding Hood,5.6,922,Catherine Hardwicke,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2011,3,11,4,70,15599732
40000000,Action Comedy Crime,en,19.438503,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-01-26,36893721,91.0,One for the Money,5.3,388,Julie Anne Robinson,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,1,26,3,26,16253970
42000000,Adventure Fantasy Action Western Thriller,en,7.349497,"[{""name"": ""Boram Entertainment Inc."", ""id"": 2965}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",2010-12-02,11087569,100.0,The Warrior's Way,6.3,136,Sngmoo Lee,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,12,2,3,336,15048971
41000000,Drama,en,32.798571,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Mikona Productions GmbH & Co. KG"", ""id"": 24}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-08,215000000,110.0,8 Mile,6.8,1626,Curtis Hanson,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,11,8,4,312,10929108
42000000,Action Thriller Crime,en,34.041407,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Di Bonaventura Picture"", ""id"": 5955}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-01-13,46221189,102.0,Man on a Ledge,6.2,925,Asger Leth,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,1,13,4,13,16253970
40000000,Drama Crime,en,49.66412800000001,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Annapurna Pictures"", ""id"": 13184}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-12,251171807,138.0,American Hustle,6.8,2807,David O. Russell,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,12,12,3,346,16880683
40000000,Comedy Romance Drama,en,36.238968,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Kurtzman/Orci"", ""id"": 12536}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-01,317375031,108.0,The Proposal,6.7,1804,Anne Fletcher,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,6,1,0,152,14478067
40000000,Adventure Comedy Family Science_Fiction,en,43.345252,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""U-Drive Productions"", ""id"": 20448}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-11-20,332000000,108.0,Back to the Future Part II,7.4,3829,Robert Zemeckis,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1989,11,20,0,324,5641580
40000000,Action Science_Fiction,en,115.241998,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Cin\u00e9+"", ""id"": 23616}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-14,126546825,89.0,Lucy,6.3,5878,Luc Besson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2014,7,14,0,195,17608138
40000000,Drama Romance Thriller,en,98.755657,"[{""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Trigger Street Productions"", ""id"": 11801}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-11,571006128,125.0,Fifty Shades of Grey,5.2,3254,Sam Taylor-Johnson,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,2,11,2,42,18295019
40000000,Action Drama Thriller War,en,37.084384,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Herrick Entertainment"", ""id"": 6666}, {""name"": ""Leverage Management"", ""id"": 8536}, {""name"": ""Closest to the Hole Productions"", ""id"": 8537}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Envision Entertainment Corporation"", ""id"": 11030}, {""name"": ""Film 44"", ""id"": 20153}, {""name"": ""Foresight Unlimited"", ""id"": 21897}, {""name"": ""Hollywood Studios International"", ""id"": 22610}, {""name"": ""Spikings Entertainment"", ""id"": 22611}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-24,149295601,121.0,Lone Survivor,7.4,1526,Peter Berg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,12,24,1,358,16880683
40000000,Horror,en,68.794673,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Evergreen Media Group"", ""id"": 31375}, {""name"": ""warner bross Turkey"", ""id"": 47502}, {""name"": ""Soho VFX"", ""id"": 54392}, {""name"": ""Atomic Monster"", ""id"": 76907}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-13,320170008,134.0,The Conjuring 2,7.0,1949,James Wan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2016,5,13,4,134,18804913
40000000,Drama,en,69.27821999999999,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-30,224920315,120.0,The Social Network,7.1,3391,David Fincher,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,9,30,3,273,15048971
40000000,Comedy Romance Drama,en,26.253357,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Flower Films (II)"", ""id"": 19813}, {""name"": ""Internationale Filmproduktion Blackswan"", ""id"": 51190}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2009-02-06,177259441,129.0,He's Just Not That Into You,6.2,959,Ken Kwapis,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2009,2,6,4,37,14478067
40000000,Adventure Comedy Family Science_Fiction,en,45.769562,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""U-Drive Productions"", ""id"": 20448}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-05-25,244527583,118.0,Back to the Future Part III,7.1,2900,Robert Zemeckis,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1990,5,25,4,145,5963144
40000000,Romance Drama,en,22.853006,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Easy There Tiger Productions"", ""id"": 11804}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-06,129540499,123.0,Julie & Julia,6.6,560,Nora Ephron,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,8,6,3,218,14478067
40000000,Thriller Crime Drama,en,31.385257,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Timnick Films"", ""id"": 679}, {""name"": ""Mirage Enterprises"", ""id"": 932}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-12-25,128798265,139.0,The Talented Mr. Ripley,7.0,767,Anthony Minghella,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1999,12,25,5,359,9631172
35000000,Comedy,en,53.114573,"[{""name"": ""Waverly Films"", ""id"": 735}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-24,194564672,121.0,The Intern,7.1,1881,Nancy Meyers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2015,9,24,3,267,18295019
40000000,Action Comedy,en,25.136082,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Will Packer Productions"", ""id"": 49968}, {""name"": ""Reel Chefs Catering"", ""id"": 83397}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-14,124827316,102.0,Ride Along 2,6.1,555,Tim Story,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,1,14,3,14,18804913
